arquivo;estados;animacoes;quadros;icone;folha;overflow
Misc\Objects\Items\Companion.dmi;2;2;2;32x32;64x32;
Misc\Objects\Items\FirstAid.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Half Senzu.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Holy Pendant.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Item - Comb.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Item - Katana 2.dmi;8;20;38;32x32;224x192;
Misc\Objects\Items\Item - Katana.dmi;12;24;39;32x32;224x192;
Misc\Objects\Items\Item - Sun Glassess.dmi;9;21;36;32x32;192x192;
Misc\Objects\Items\Item, Blaster.dmi;12;24;45;32x32;224x224;
Misc\Objects\Items\Item, Buster Sword.dmi;2;5;20;32x32;160x128;
Misc\Objects\Items\Item, Clawed Talisman.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Item, DNA Extractor.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Item, Dual Blaze Sword.dmi;5;14;93;32x32;320x320;
Misc\Objects\Items\Item, Dual Electric Sword.dmi;5;14;93;32x32;320x320;
Misc\Objects\Items\Item, Great Sword.dmi;8;20;38;32x32;224x192;
Misc\Objects\Items\Item, Hover Chair.dmi;10;22;22;32x32;160x160;
Misc\Objects\Items\Item, Needle.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Item, Sword 1.dmi;6;18;47;32x32;224x224;
Misc\Objects\Items\Item, Vaccuum.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Key.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\LSD.dmi;1;1;3;32x32;64x64;
Misc\Objects\Items\Might Fruit.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Moon.dmi;3;3;10;32x32;128x96;
Misc\Objects\Items\Moon2.dmi;3;3;26;32x32;192x160;
Misc\Objects\Items\Namekfruit.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Resources.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Senzu Bean.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Senzu.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Shikon Jewel.dmi;1;1;1;32x32;32x32;
Misc\Objects\Items\Windmill Shuriken.dmi;1;1;2;32x32;64x32;
Misc\Objects\Items\Yemma Fruit.dmi;1;1;1;32x32;32x32;
Misc\Objects\Magic\books.dmi;46;46;53;32x32;256x224;
Misc\Objects\Magic\Glowing Electricity.dmi;7;10;69;32x32;288x256;
Misc\Objects\Magic\ingrbag.dmi;1;1;1;32x32;32x32;
Misc\Objects\Magic\magic_circles.dmi;64;64;133;32x32;384x384;
Misc\Objects\Magic\magic_items.dmi;80;93;235;32x32;512x480;
Misc\Objects\Magic\ObliterationBall.dmi;1;1;11;166x242;664x726;
Misc\Objects\Materials\Alchemy Material.dmi;1;1;1;32x32;32x32;
Misc\Objects\Swords\Falseneoblade.dmi;11;29;122;32x32;384x352;
Misc\Objects\Swords\Item - Katana.dmi;12;24;39;32x32;224x192;
Misc\Objects\Swords\Item, Buster Sword.dmi;2;5;20;32x32;160x128;
Misc\Objects\Swords\Item, Dual Blaze Sword.dmi;5;14;93;32x32;320x320;
Misc\Objects\Swords\Item, Dual Electric Sword.dmi;5;14;93;32x32;320x320;
Misc\Objects\Swords\Item, Great Sword.dmi;8;20;38;32x32;224x192;
Misc\Objects\Swords\Item, Sword 1.dmi;6;18;47;32x32;224x224;
Misc\Objects\Swords\KingdomKey.dmi;10;22;37;32x32;224x192;
Misc\Objects\Swords\KiSword.dmi;7;19;55;32x32;256x224;
Misc\Objects\Swords\Short Sword.dmi;2;8;20;32x32;160x128;
Misc\Objects\Swords\Sword 1.dmi;4;13;17;32x32;160x128;
Misc\Objects\Swords\Sword 2.dmi;4;13;13;32x32;128x128;
Misc\Objects\Swords\Sword Flame Complete.dmi;8;20;72;32x32;288x256;
Misc\Objects\Swords\Sword Flame.dmi;2;5;10;32x32;128x96;
Misc\Objects\Swords\Sword, 2 Katanas.dmi;10;22;37;32x32;224x192;
Misc\Objects\Swords\Sword, Samurai.dmi;9;21;36;32x32;192x192;
Misc\Objects\Swords\Sword_Regular.dmi;4;13;13;32x32;128x128;
Misc\Objects\Swords\Sword_Trunks.dmi;7;22;58;32x32;256x256;
Misc\Objects\Swords\Yin Yang.dmi;9;21;42;32x32;224x192;
Misc\Objects\Technology\64x64tech.dmi;11;11;11;32x64;128x192;
Misc\Objects\Technology\Antivirus.dmi;2;2;2;32x32;64x32;
Misc\Objects\Technology\Battle Pod.dmi;1;8;8;64x64;192x192;
Misc\Objects\Technology\bigcomputer.dmi;1;1;2;64x64;128x64;
Misc\Objects\Technology\Bigteleporter2013.dmi;1;1;1;70x96;70x96;
Misc\Objects\Technology\BioField.dmi;1;1;1;32x64;32x64;
Misc\Objects\Technology\Books.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Car.dmi;66;315;364;32x32;640x608;
Misc\Objects\Technology\Cell Phone.dmi;3;3;21;32x32;160x160;
Misc\Objects\Technology\Cloak.dmi;2;2;3;32x32;64x64;
Misc\Objects\Technology\Computer.dmi;2;2;2;76x32;76x64;
Misc\Objects\Technology\Control Chip.dmi;1;1;2;32x32;64x32;
Misc\Objects\Technology\ControlChip.dmi;1;1;2;32x32;64x32;
Misc\Objects\Technology\Controller.dmi;1;1;4;32x32;64x64;
Misc\Objects\Technology\Door Pass.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\DoorPass.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Drill Dirt.dmi;1;1;11;32x32;128x96;
Misc\Objects\Technology\Drill Droid.dmi;2;5;11;32x32;128x96;
Misc\Objects\Technology\Drill Giant.dmi;1;1;3;76x64;152x128;
Misc\Objects\Technology\Drill Hand 2.dmi;2;2;4;32x32;64x64;
Misc\Objects\Technology\Drill Hand 3.dmi;6;9;15;32x32;128x128;
Misc\Objects\Technology\Drill Hand.dmi;2;2;4;32x32;64x64;
Misc\Objects\Technology\Drill Rig.dmi;2;2;4;32x32;64x64;
Misc\Objects\Technology\DroidPod.dmi;1;1;1;32x72;32x72;
Misc\Objects\Technology\dungeon_finder.dmi;1;1;4;32x32;64x64;
Misc\Objects\Technology\FactionBadge.dmi;2;2;5;32x32;96x64;
Misc\Objects\Technology\FishingPole.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Force Field.dmi;1;1;9;32x32;96x96;
Misc\Objects\Technology\ForceField.dmi;1;1;9;32x32;288x32;
Misc\Objects\Technology\Frieza Ship.dmi;45;45;45;32x32;224x224;
Misc\Objects\Technology\GochekPods.dmi;3;3;9;32x32;96x96;
Misc\Objects\Technology\Grenade.dmi;1;1;4;32x32;64x64;
Misc\Objects\Technology\Gun Accessories.dmi;6;9;13;32x32;128x128;
Misc\Objects\Technology\GUNS.dmi;37;37;37;32x32;224x192;
Misc\Objects\Technology\Heal Tank Huge.dmi;4;4;4;32x32;64x64;
Misc\Objects\Technology\Heal Tank.dmi;7;7;20;32x32;160x128;
Misc\Objects\Technology\InfinityStoneHolder.dmi;9;24;69;32x32;288x256;
Misc\Objects\Technology\ItemDNAExtractor.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\ItemHoverChair.dmi;10;22;22;32x32;704x32;
Misc\Objects\Technology\ItemNeedle.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\ItemVaccuum.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Ki_Blaster.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Lab.dmi;132;163;348;32x32;608x608;
Misc\Objects\Technology\Lab2.dmi;65;65;85;32x32;320x288;
Misc\Objects\Technology\Locater.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Modules.dmi;3;3;14;32x32;128x128;
Misc\Objects\Technology\nullifier.dmi;2;2;2;32x32;64x32;
Misc\Objects\Technology\PDA.dmi;1;1;5;32x32;96x64;
Misc\Objects\Technology\Pod.dmi;18;18;18;32x32;160x128;
Misc\Objects\Technology\PodArconia.dmi;1;4;4;32x32;64x64;
Misc\Objects\Technology\PodChangeling.dmi;1;4;4;32x32;64x64;
Misc\Objects\Technology\PodDesert.dmi;1;4;4;32x32;64x64;
Misc\Objects\Technology\PodEarth.dmi;1;4;4;32x32;64x64;
Misc\Objects\Technology\PodNamek.dmi;1;4;4;32x32;64x64;
Misc\Objects\Technology\PodNewVegeta.dmi;1;4;4;32x32;64x64;
Misc\Objects\Technology\PodVegeta.dmi;1;4;4;32x32;64x64;
Misc\Objects\Technology\Poison Injection.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\punchmachine.dmi;4;4;25;32x32;160x160;
Misc\Objects\Technology\Puran Ship.dmi;1;1;1;90x82;90x82;
Misc\Objects\Technology\refridgerator.dmi;1;1;1;32x64;32x64;
Misc\Objects\Technology\regenerator.dmi;4;4;4;58x131;232x131;
Misc\Objects\Technology\ResearchBench.dmi;1;1;5;96x64;192x192;
Misc\Objects\Technology\rocketpunch.dmi;2;5;9;32x32;96x96;
Misc\Objects\Technology\rocketship.dmi;4;4;13;32x64;160x192;
Misc\Objects\Technology\Scan Machine.dmi;2;2;13;32x32;128x128;
Misc\Objects\Technology\Scouter.dmi;6;15;54;32x32;256x224;
Misc\Objects\Technology\ScrambleProtector.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Ship.dmi;1;1;1;128x138;128x138;
Misc\Objects\Technology\Smoke Bomb.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Spacepod.dmi;2;2;5;32x32;96x64;
Misc\Objects\Technology\Stun Controls.dmi;1;1;6;32x32;96x64;
Misc\Objects\Technology\StunControls.dmi;1;1;6;32x32;192x32;
Misc\Objects\Technology\tech.dmi;33;33;63;32x32;256x256;
Misc\Objects\Technology\toxicwastebarrel.dmi;1;1;1;32x43;32x43;
Misc\Objects\Technology\Transporter Pad.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Transporter Watch.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Turret.dmi;5;19;27;32x32;192x160;
Misc\Objects\Technology\upgrader.dmi;1;1;3;32x64;96x64;
Misc\Objects\Technology\Vaccine.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Vial.dmi;1;1;1;32x32;32x32;
Misc\Objects\Technology\Weapons.dmi;9;9;9;32x32;96x96;
Misc\Objects\Traps\Traps.dmi;6;6;6;32x32;96x64;
Misc\Objects\Materials\Lumber\Ash Wood.dmi;1;1;1;22x23;22x23;
Misc\Objects\Materials\Lumber\Dark Wood.dmi;1;1;1;22x23;22x23;
Misc\Objects\Materials\Lumber\Gold Wood.dmi;1;1;1;22x22;22x22;
Misc\Objects\Materials\Lumber\Plain lumber.dmi;1;1;1;22x22;22x22;
Misc\Objects\Materials\Lumber\Refined Lumber.dmi;1;1;1;21x21;21x21;
Misc\Objects\Materials\Monster Parts\Hide.dmi;1;1;1;23x23;23x23;
Misc\Objects\Materials\Monster Parts\Horn.dmi;1;1;1;21x23;21x23;
Misc\Objects\Materials\Monster Parts\Spikes.dmi;1;1;1;23x22;23x22;
Misc\Objects\Materials\Monster Parts\Tan Hide.dmi;1;1;1;23x23;23x23;
Misc\Objects\Materials\Ores\Black Rock.dmi;1;1;1;23x23;23x23;
Misc\Objects\Materials\Ores\Charged Crystal.dmi;1;1;4;32x32;64x64;
Misc\Objects\Materials\Ores\Claydolly.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Corrupted Crystal.dmi;1;1;4;32x32;64x64;
Misc\Objects\Materials\Ores\Crystal.dmi;1;1;4;32x32;64x64;
Misc\Objects\Materials\Ores\Diamon Rock.dmi;1;1;1;22x23;22x23;
Misc\Objects\Materials\Ores\Diamond Ore.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Gold rock.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Green Rock 2.dmi;1;1;1;23x23;23x23;
Misc\Objects\Materials\Ores\Green Rock.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Love Stone.dmi;1;1;6;32x32;96x64;
Misc\Objects\Materials\Ores\mining.dmi;64;112;140;32x32;384x384;
Misc\Objects\Materials\Ores\Myarcostone.dmi;1;1;6;32x32;96x64;
Misc\Objects\Materials\Ores\Necrostone.dmi;1;1;6;32x32;96x64;
Misc\Objects\Materials\Ores\Ore.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Pink Rock.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Plain Rock.dmi;1;1;1;21x21;21x21;
Misc\Objects\Materials\Ores\Purple Rock.dmi;1;1;1;24x24;24x24;
Misc\Objects\Materials\Ores\Quartz.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Red Rock 2.dmi;1;1;1;24x24;24x24;
Misc\Objects\Materials\Ores\Red Rock.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Redstone.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Rock or something.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Rock.dmi;1;1;1;23x23;23x23;
Misc\Objects\Materials\Ores\Shiny Rock.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Silver Rock.dmi;1;1;1;23x23;23x23;
Misc\Objects\Materials\Ores\Slab.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Soul Stone.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\White rock.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Yellow Piss Rock.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Ores\Yellow Rock.dmi;1;1;1;23x23;23x23;
Misc\Objects\Materials\Plants\Fiber Grass.dmi;1;1;1;32x32;32x32;
Misc\Objects\Materials\Plants\Plant Fiber.dmi;1;1;1;32x32;32x32;
